sector,capacity_band,stage,deal_amount,stage_probability_pct,expected_close_date,fiscal_year,fiscal_quarter,is_closed,is_successful,opportunity_id,donor_id,contact_id
Pharmaceuticals,250K-500K,Discovery,706.8000000000001,19,2023-01-12,2023,1,True,True,opp_3804228,c1f05efb-bacb-4ab1-aa68-3e74a336c68a,contact_3817563
Pharmaceuticals,5M+,Evaluation,706.8000000000001,42,2021-10-17,2022,4,True,False,opp_5561365,c1f05efb-bacb-4ab1-aa68-3e74a336c68a,contact_7794287
Technology,250K-500K,Rejected,1000.0,0,2027-07-06,2028,3,False,False,opp_5030075,2d840bdd-b3f0-46b3-b848-82babc772520,contact_6234504
Technology,250K-500K,Committed,1000.0,100,2025-10-18,2026,4,True,True,opp_5611503,2d840bdd-b3f0-46b3-b848-82babc772520,contact_3474580
Education,5M+,Evaluation,356.4,33,2021-03-30,2021,1,True,True,opp_4624886,1358998f-7af8-4275-90d3-476272a0c786,contact_7173256
Education,50K-100K,Lost,356.4,0,2026-11-30,2027,4,False,False,opp_3540453,1358998f-7af8-4275-90d3-476272a0c786,contact_7570844
Education,250K-500K,Rejected,356.4,0,2025-03-28,2025,1,True,False,opp_7384127,1358998f-7af8-4275-90d3-476272a0c786,contact_6809584
Education,50K-100K,Committed,356.4,100,2025-11-24,2026,4,True,True,opp_8631209,1358998f-7af8-4275-90d3-476272a0c786,contact_8399708
Nonprofit,250K-500K,Negotiation,1000.0,74,2020-06-08,2020,2,True,True,opp_6563364,6fcf7f07-95e6-4876-8733-475f80327af4,contact_8247906
Nonprofit,500K-1M,Proposal,1000.0,75,2020-05-14,2020,2,True,False,opp_2052486,6fcf7f07-95e6-4876-8733-475f80327af4,contact_5711654
Nonprofit,1M-2M,Lost,1000.0,0,2026-04-08,2026,2,False,False,opp_1977277,6fcf7f07-95e6-4876-8733-475f80327af4,contact_3911560
Nonprofit,250K-500K,Committed,1000.0,100,2024-09-15,2025,3,True,True,opp_1830856,6fcf7f07-95e6-4876-8733-475f80327af4,contact_1138756
Nonprofit,250K-500K,Committed,1000.0,100,2019-01-16,2019,1,True,True,opp_2138925,6fcf7f07-95e6-4876-8733-475f80327af4,contact_9281367
Nonprofit,5M+,Discovery,1000.0,18,2021-03-04,2021,1,True,True,opp_6063571,6fcf7f07-95e6-4876-8733-475f80327af4,contact_3854086
Nonprofit,5M+,Discovery,1000.0,14,2024-11-20,2025,4,True,False,opp_4436612,6fcf7f07-95e6-4876-8733-475f80327af4,contact_7385271
Retail,100K-250K,Negotiation,1000.0,76,2026-05-06,2026,2,False,False,opp_3398747,54af2a96-84ea-4b9c-9f63-bd8c31b304e4,contact_7776386
Retail,2M-5M,Discovery,1000.0,15,2019-03-09,2019,1,True,True,opp_9046819,54af2a96-84ea-4b9c-9f63-bd8c31b304e4,contact_5785672
Retail,500K-1M,Rejected,1000.0,0,2026-08-08,2027,3,False,False,opp_5676094,54af2a96-84ea-4b9c-9f63-bd8c31b304e4,contact_9320757
Energy,2M-5M,Lost,614.4,0,2027-05-11,2027,2,False,False,opp_3308581,c81c3e06-42c1-4a3b-b208-6973c6e244ff,contact_1929158
Energy,1M-2M,Negotiation,614.4,79,2026-10-10,2027,4,False,False,opp_2289345,c81c3e06-42c1-4a3b-b208-6973c6e244ff,contact_9195691
Energy,2M-5M,Committed,614.4,100,2024-01-13,2024,1,True,True,opp_1042831,c81c3e06-42c1-4a3b-b208-6973c6e244ff,contact_1645377
Energy,500K-1M,Evaluation,614.4,47,2022-05-22,2022,2,True,False,opp_7330738,c81c3e06-42c1-4a3b-b208-6973c6e244ff,contact_8949913
Energy,5M+,Committed,614.4,100,2023-11-24,2024,4,True,True,opp_3921298,c81c3e06-42c1-4a3b-b208-6973c6e244ff,contact_3249470
Energy,50K-100K,Engagement,614.4,20,2026-12-10,2027,4,False,False,opp_7511357,c81c3e06-42c1-4a3b-b208-6973c6e244ff,contact_4797547
Energy,500K-1M,Lost,614.4,0,2023-07-12,2024,3,True,False,opp_8131374,c81c3e06-42c1-4a3b-b208-6973c6e244ff,contact_8130191
Energy,1M-2M,Negotiation,614.4,70,2026-05-16,2026,2,False,False,opp_1874152,c81c3e06-42c1-4a3b-b208-6973c6e244ff,contact_5978934
Education,500K-1M,Committed,1000.0,100,2026-04-12,2026,2,False,False,opp_4663615,25e9faa8-e8c6-4b0b-a79d-ab6aeee5a477,contact_9502404
Education,250K-500K,Discovery,1000.0,15,2024-05-02,2024,2,True,False,opp_5146186,25e9faa8-e8c6-4b0b-a79d-ab6aeee5a477,contact_1795765
Education,500K-1M,Discovery,1000.0,5,2020-07-22,2021,3,True,False,opp_2486393,25e9faa8-e8c6-4b0b-a79d-ab6aeee5a477,contact_8716770
Education,2M-5M,Negotiation,1000.0,70,2025-01-18,2025,1,True,False,opp_9496419,25e9faa8-e8c6-4b0b-a79d-ab6aeee5a477,contact_5916394
Education,50K-100K,Evaluation,1000.0,33,2021-01-01,2021,1,True,False,opp_7962470,25e9faa8-e8c6-4b0b-a79d-ab6aeee5a477,contact_1344640
Technology,500K-1M,Evaluation,1000.0,39,2026-06-03,2026,2,False,False,opp_6196211,dc777d36-f778-45fa-9f84-441a8607c494,contact_6383106
Others,50K-100K,Negotiation,1000.0,90,2027-06-12,2027,2,False,False,opp_7472893,227a4955-c953-4352-8593-8b6f7d221f7d,contact_9872868
Others,5M+,Engagement,1000.0,22,2020-02-09,2020,1,True,True,opp_2409359,227a4955-c953-4352-8593-8b6f7d221f7d,contact_6331402
Others,250K-500K,Lost,1000.0,0,2022-08-17,2023,3,True,False,opp_7019257,227a4955-c953-4352-8593-8b6f7d221f7d,contact_7401502
Others,250K-500K,Proposal,1000.0,67,2022-05-02,2022,2,True,False,opp_4735172,227a4955-c953-4352-8593-8b6f7d221f7d,contact_4867863
Others,5M+,Negotiation,1000.0,85,2021-01-12,2021,1,True,True,opp_6708617,227a4955-c953-4352-8593-8b6f7d221f7d,contact_7248424
Others,5M+,Rejected,1000.0,0,2019-02-07,2019,1,True,False,opp_3592247,227a4955-c953-4352-8593-8b6f7d221f7d,contact_2688079
Technology,100K-250K,Lost,250.39999999999998,0,2026-02-24,2026,1,True,False,opp_5578050,c3d4e251-aaf4-4bae-bdf0-35ec13922c2a,contact_1205215
Technology,100K-250K,Discovery,250.39999999999998,17,2019-09-07,2020,3,True,False,opp_6459576,c3d4e251-aaf4-4bae-bdf0-35ec13922c2a,contact_2486819
Technology,100K-250K,Discovery,250.39999999999998,20,2023-09-03,2024,3,True,False,opp_7046417,c3d4e251-aaf4-4bae-bdf0-35ec13922c2a,contact_2573950
Finance/Banking,250K-500K,Rejected,763.6,0,2026-05-23,2026,2,False,False,opp_6657111,37336d3a-5dcd-4843-b359-8582cccc39ff,contact_5568411
Finance/Banking,1M-2M,Negotiation,763.6,75,2027-05-14,2027,2,False,False,opp_7947641,37336d3a-5dcd-4843-b359-8582cccc39ff,contact_7871250
Finance/Banking,2M-5M,Lost,763.6,0,2021-10-20,2022,4,True,False,opp_7877736,37336d3a-5dcd-4843-b359-8582cccc39ff,contact_3402939
Finance/Banking,100K-250K,Proposal,763.6,73,2020-02-04,2020,1,True,False,opp_8789222,37336d3a-5dcd-4843-b359-8582cccc39ff,contact_9702128
Finance/Banking,50K-100K,Engagement,763.6,28,2020-06-29,2020,2,True,True,opp_1625198,37336d3a-5dcd-4843-b359-8582cccc39ff,contact_6438999
Science & Research,250K-500K,Evaluation,1000.0,46,2023-10-13,2024,4,True,False,opp_4175752,5480f234-4664-4ee2-b33c-93e0761e58dd,contact_3913621
Science & Research,5M+,Negotiation,1000.0,85,2025-07-14,2026,3,True,True,opp_4145280,5480f234-4664-4ee2-b33c-93e0761e58dd,contact_9067449
Science & Research,100K-250K,Lost,1000.0,0,2025-03-14,2025,1,True,False,opp_8570416,5480f234-4664-4ee2-b33c-93e0761e58dd,contact_8934390
Education,250K-500K,Engagement,1000.0,23,2026-04-05,2026,2,False,False,opp_9042741,3ac6b08a-6c1d-459d-a2ad-8dcd16fdf47e,contact_8718771
Education,500K-1M,Committed,1000.0,100,2027-12-28,2028,4,False,False,opp_4754859,3ac6b08a-6c1d-459d-a2ad-8dcd16fdf47e,contact_5375903
Education,50K-100K,Engagement,1000.0,31,2022-09-08,2023,3,True,False,opp_8282417,3ac6b08a-6c1d-459d-a2ad-8dcd16fdf47e,contact_9301030
Education,5M+,Engagement,1000.0,18,2020-10-29,2021,4,True,False,opp_4326779,3ac6b08a-6c1d-459d-a2ad-8dcd16fdf47e,contact_5963313
Education,50K-100K,Rejected,1000.0,0,2021-01-18,2021,1,True,False,opp_9882953,3ac6b08a-6c1d-459d-a2ad-8dcd16fdf47e,contact_3672028
Education,100K-250K,Committed,1000.0,100,2024-07-14,2025,3,True,True,opp_7747447,3ac6b08a-6c1d-459d-a2ad-8dcd16fdf47e,contact_5666081
Technology,50K-100K,Discovery,1000.0,19,2025-12-13,2026,4,True,False,opp_4188121,03b988d5-4294-4c63-b648-031ef60bc653,contact_3497581
Technology,2M-5M,Committed,1000.0,100,2019-06-14,2019,2,True,False,opp_6785373,03b988d5-4294-4c63-b648-031ef60bc653,contact_9308152
Technology,5M+,Proposal,1000.0,60,2024-06-15,2024,2,True,True,opp_1767089,03b988d5-4294-4c63-b648-031ef60bc653,contact_5450791
Technology,1M-2M,Committed,1000.0,100,2026-10-27,2027,4,False,False,opp_8450761,03b988d5-4294-4c63-b648-031ef60bc653,contact_9166541
Technology,5M+,Committed,1000.0,100,2024-05-12,2024,2,True,False,opp_7105945,03b988d5-4294-4c63-b648-031ef60bc653,contact_3166530
Technology,5M+,Rejected,1000.0,0,2020-01-02,2020,1,True,False,opp_6906092,03b988d5-4294-4c63-b648-031ef60bc653,contact_8240443
Science & Research,250K-500K,Lost,1000.0,0,2019-04-11,2019,2,True,False,opp_8820517,feab8c21-77d5-4a3c-b96e-9cdd2fa7c9c4,contact_5178699
Science & Research,250K-500K,Negotiation,1000.0,76,2023-12-29,2024,4,True,True,opp_9875785,feab8c21-77d5-4a3c-b96e-9cdd2fa7c9c4,contact_8810531
Hospitality,5M+,Lost,1000.0,0,2025-07-08,2026,3,True,False,opp_4101116,ae6026d3-b9ca-4f93-a99a-c3e364ce640b,contact_4790152
Hospitality,2M-5M,Discovery,1000.0,10,2021-01-22,2021,1,True,False,opp_5076803,ae6026d3-b9ca-4f93-a99a-c3e364ce640b,contact_2084864
Education,50K-100K,Lost,1000.0,0,2027-09-14,2028,3,False,False,opp_6526907,81944422-c902-40b6-bb5b-4495a0908e05,contact_3895309
Education,5M+,Lost,1000.0,0,2019-03-31,2019,1,True,False,opp_5699880,81944422-c902-40b6-bb5b-4495a0908e05,contact_4121054
Education,50K-100K,Discovery,1000.0,14,2019-10-18,2020,4,True,False,opp_2283456,811bb237-68b7-410a-86a7-ecab101f8826,contact_6307820
Education,500K-1M,Rejected,1000.0,0,2021-06-08,2021,2,True,False,opp_1345636,811bb237-68b7-410a-86a7-ecab101f8826,contact_5334406
Education,250K-500K,Committed,1000.0,100,2023-12-14,2024,4,True,True,opp_3405041,811bb237-68b7-410a-86a7-ecab101f8826,contact_6483500
Education,50K-100K,Negotiation,1000.0,90,2019-04-01,2019,2,True,True,opp_8109626,811bb237-68b7-410a-86a7-ecab101f8826,contact_9152317
Education,5M+,Committed,1000.0,100,2025-10-17,2026,4,True,False,opp_4897724,811bb237-68b7-410a-86a7-ecab101f8826,contact_4180541
Healthcare,250K-500K,Discovery,1000.0,20,2027-07-15,2028,3,False,False,opp_7802888,0fb6b8b3-a0ea-444d-9fb9-9de2355b90e0,contact_8816700
Technology,100K-250K,Discovery,1000.0,8,2025-04-10,2025,2,True,False,opp_3310656,5c59a243-598c-43ec-aedb-41f95582b245,contact_1386391
Technology,100K-250K,Proposal,1000.0,74,2020-06-10,2020,2,True,True,opp_3063207,5c59a243-598c-43ec-aedb-41f95582b245,contact_7244700
Technology,5M+,Lost,1000.0,0,2024-04-21,2024,2,True,False,opp_1130472,5c59a243-598c-43ec-aedb-41f95582b245,contact_8699527
Nonprofit,100K-250K,Engagement,1000.0,26,2024-01-27,2024,1,True,False,opp_3115201,a441c1a4-bb3b-4760-bc33-f98b93d51990,contact_8179317
Nonprofit,50K-100K,Committed,1000.0,100,2020-04-18,2020,2,True,True,opp_4239087,a441c1a4-bb3b-4760-bc33-f98b93d51990,contact_5521688
Healthcare,500K-1M,Rejected,1000.0,0,2025-05-27,2025,2,True,False,opp_3536120,0d03b9f9-0289-4e83-82c1-89caaa586778,contact_8798479
Healthcare,2M-5M,Discovery,1000.0,19,2021-01-27,2021,1,True,False,opp_5633986,0d03b9f9-0289-4e83-82c1-89caaa586778,contact_9049806
Healthcare,100K-250K,Discovery,1000.0,8,2023-07-13,2024,3,True,True,opp_5983358,0d03b9f9-0289-4e83-82c1-89caaa586778,contact_2246027
Healthcare,1M-2M,Evaluation,1000.0,30,2021-09-27,2022,3,True,False,opp_1564197,0d03b9f9-0289-4e83-82c1-89caaa586778,contact_6581383
Healthcare,2M-5M,Proposal,1000.0,64,2022-01-10,2022,1,True,True,opp_4362137,82220a45-1cd8-4174-8440-fb8713b32d59,contact_6692386
Healthcare,2M-5M,Proposal,1000.0,54,2020-09-19,2021,3,True,True,opp_4945166,82220a45-1cd8-4174-8440-fb8713b32d59,contact_5784628
Healthcare,2M-5M,Evaluation,1000.0,44,2020-10-03,2021,4,True,False,opp_6323959,82220a45-1cd8-4174-8440-fb8713b32d59,contact_7192761
Healthcare,500K-1M,Engagement,1000.0,31,2026-06-05,2026,2,False,False,opp_6124480,82220a45-1cd8-4174-8440-fb8713b32d59,contact_2706605
Nonprofit,50K-100K,Proposal,918.5,62,2025-10-20,2026,4,True,True,opp_5397105,56aefd98-4890-4817-8fb4-e429fd2d0f55,contact_6183365
Nonprofit,5M+,Negotiation,918.5,79,2022-08-31,2023,3,True,True,opp_3941448,56aefd98-4890-4817-8fb4-e429fd2d0f55,contact_2001275
Nonprofit,5M+,Lost,918.5,0,2027-08-26,2028,3,False,False,opp_9268497,56aefd98-4890-4817-8fb4-e429fd2d0f55,contact_8270044
Nonprofit,5M+,Rejected,918.5,0,2026-07-15,2027,3,False,False,opp_8720264,56aefd98-4890-4817-8fb4-e429fd2d0f55,contact_1071900
Nonprofit,100K-250K,Lost,918.5,0,2025-05-28,2025,2,True,False,opp_3378461,56aefd98-4890-4817-8fb4-e429fd2d0f55,contact_7444023
Arts & Culture,100K-250K,Negotiation,415.6,75,2019-03-30,2019,1,True,True,opp_2597699,86d08957-9dfa-4744-adb3-29bcc034f59a,contact_2679949
Arts & Culture,50K-100K,Negotiation,415.6,84,2027-03-31,2027,1,False,False,opp_6616865,86d08957-9dfa-4744-adb3-29bcc034f59a,contact_4399266
Arts & Culture,5M+,Lost,415.6,0,2019-02-08,2019,1,True,False,opp_4606963,86d08957-9dfa-4744-adb3-29bcc034f59a,contact_5903139
Healthcare,50K-100K,Rejected,997.4,0,2027-11-28,2028,4,False,False,opp_7488419,7ff21850-39b9-4f81-a75e-1d15fe67decb,contact_6055987
Healthcare,50K-100K,Committed,997.4,100,2027-06-13,2027,2,False,False,opp_4861976,7ff21850-39b9-4f81-a75e-1d15fe67decb,contact_2459500
Healthcare,1M-2M,Rejected,997.4,0,2026-04-07,2026,2,False,False,opp_7607253,7ff21850-39b9-4f81-a75e-1d15fe67decb,contact_4114477
Healthcare,1M-2M,Discovery,997.4,9,2025-05-07,2025,2,True,False,opp_2428031,7ff21850-39b9-4f81-a75e-1d15fe67decb,contact_3248910
Healthcare,100K-250K,Engagement,997.4,32,2027-08-13,2028,3,False,False,opp_8220514,7ff21850-39b9-4f81-a75e-1d15fe67decb,contact_8232674
Logistics,1M-2M,Discovery,1000.0,5,2021-12-03,2022,4,True,True,opp_7452267,81e7dac8-9d3e-410a-bcb0-fb48fe05f7ed,contact_1833973
Logistics,250K-500K,Lost,1000.0,0,2022-09-12,2023,3,True,False,opp_7652520,81e7dac8-9d3e-410a-bcb0-fb48fe05f7ed,contact_9684540
Logistics,5M+,Engagement,1000.0,27,2024-03-24,2024,1,True,True,opp_3581429,81e7dac8-9d3e-410a-bcb0-fb48fe05f7ed,contact_9120546
Logistics,250K-500K,Evaluation,1000.0,39,2025-02-03,2025,1,True,False,opp_6644505,81e7dac8-9d3e-410a-bcb0-fb48fe05f7ed,contact_8704567
Logistics,100K-250K,Evaluation,1000.0,31,2025-08-10,2026,3,True,True,opp_9696670,81e7dac8-9d3e-410a-bcb0-fb48fe05f7ed,contact_8116238
Logistics,250K-500K,Committed,1000.0,100,2023-07-09,2024,3,True,True,opp_2304964,81e7dac8-9d3e-410a-bcb0-fb48fe05f7ed,contact_6481109
Technology,50K-100K,Discovery,611.75,14,2022-02-18,2022,1,True,False,opp_7896823,0590bd4f-78c9-4403-9bcf-56066be410b6,contact_7352648
Technology,250K-500K,Rejected,611.75,0,2025-05-14,2025,2,True,False,opp_1082844,0590bd4f-78c9-4403-9bcf-56066be410b6,contact_2547393
Technology,250K-500K,Discovery,611.75,5,2021-01-20,2021,1,True,False,opp_8819595,0590bd4f-78c9-4403-9bcf-56066be410b6,contact_3137249
Pharmaceuticals,2M-5M,Proposal,1000.0,71,2023-10-15,2024,4,True,False,opp_5878861,b8a5ce0d-4349-4ad1-8e43-13ff8ff3bc01,contact_8389668
Pharmaceuticals,100K-250K,Discovery,1000.0,12,2019-12-19,2020,4,True,False,opp_7893871,b8a5ce0d-4349-4ad1-8e43-13ff8ff3bc01,contact_4552846
Pharmaceuticals,5M+,Committed,1000.0,100,2021-09-08,2022,3,True,False,opp_5537573,b8a5ce0d-4349-4ad1-8e43-13ff8ff3bc01,contact_8486972
Pharmaceuticals,5M+,Discovery,1000.0,5,2025-06-08,2025,2,True,False,opp_9686411,b8a5ce0d-4349-4ad1-8e43-13ff8ff3bc01,contact_3586611
Real Estate,5M+,Rejected,1000.0,0,2023-12-05,2024,4,True,False,opp_2538654,9f1c5405-358a-4390-84de-521dcf52e552,contact_2865611
Real Estate,1M-2M,Lost,1000.0,0,2020-02-11,2020,1,True,False,opp_5780341,9f1c5405-358a-4390-84de-521dcf52e552,contact_3131286
Real Estate,250K-500K,Committed,1000.0,100,2022-09-20,2023,3,True,True,opp_8060496,9f1c5405-358a-4390-84de-521dcf52e552,contact_3904444
Real Estate,250K-500K,Proposal,1000.0,63,2026-02-27,2026,1,True,False,opp_8066950,9f1c5405-358a-4390-84de-521dcf52e552,contact_1709271
Finance/Banking,250K-500K,Evaluation,688.4000000000001,34,2022-12-12,2023,4,True,True,opp_9837610,d1d06376-b842-47b0-bae3-2ec6383081d8,contact_8015688
Finance/Banking,500K-1M,Negotiation,688.4000000000001,85,2027-09-29,2028,3,False,False,opp_7025642,d1d06376-b842-47b0-bae3-2ec6383081d8,contact_1819409
Finance/Banking,1M-2M,Negotiation,688.4000000000001,78,2025-12-04,2026,4,True,False,opp_5792467,d1d06376-b842-47b0-bae3-2ec6383081d8,contact_2324241
Pharmaceuticals,2M-5M,Engagement,1000.0,15,2026-11-24,2027,4,False,False,opp_7623751,4beadd15-658e-4b3c-b1be-bccacca0343e,contact_8912592
Pharmaceuticals,250K-500K,Evaluation,1000.0,39,2021-06-19,2021,2,True,True,opp_7519621,4beadd15-658e-4b3c-b1be-bccacca0343e,contact_9575300
Pharmaceuticals,2M-5M,Engagement,1000.0,35,2023-03-31,2023,1,True,False,opp_4423124,4beadd15-658e-4b3c-b1be-bccacca0343e,contact_6029044
Technology,250K-500K,Committed,1000.0,100,2022-08-25,2023,3,True,True,opp_8215160,4d517824-77a0-437a-ae0c-f5f95f4d8c88,contact_4620246
Technology,250K-500K,Lost,1000.0,0,2025-01-16,2025,1,True,False,opp_8424125,4d517824-77a0-437a-ae0c-f5f95f4d8c88,contact_3125421
Technology,50K-100K,Rejected,1000.0,0,2026-07-11,2027,3,False,False,opp_9309360,4d517824-77a0-437a-ae0c-f5f95f4d8c88,contact_5008637
Technology,500K-1M,Committed,1000.0,100,2021-01-14,2021,1,True,True,opp_7671805,4d517824-77a0-437a-ae0c-f5f95f4d8c88,contact_2825136
Real Estate,2M-5M,Rejected,1000.0,0,2025-11-15,2026,4,True,False,opp_4011283,349ac35f-722f-4a1f-80ea-2984c10dfeee,contact_4463264
Pharmaceuticals,1M-2M,Engagement,1000.0,15,2020-01-03,2020,1,True,False,opp_4938661,00b296d7-f2cc-4c57-b940-30d9139cc23e,contact_6129662
Pharmaceuticals,5M+,Negotiation,1000.0,85,2026-02-26,2026,1,True,False,opp_5437115,00b296d7-f2cc-4c57-b940-30d9139cc23e,contact_1277496
Pharmaceuticals,2M-5M,Lost,1000.0,0,2022-05-12,2022,2,True,False,opp_7054964,00b296d7-f2cc-4c57-b940-30d9139cc23e,contact_2185475
Pharmaceuticals,2M-5M,Lost,1000.0,0,2027-09-18,2028,3,False,False,opp_6174738,00b296d7-f2cc-4c57-b940-30d9139cc23e,contact_2583264
Pharmaceuticals,100K-250K,Evaluation,1000.0,45,2025-12-07,2026,4,True,True,opp_3785870,00b296d7-f2cc-4c57-b940-30d9139cc23e,contact_3203069
Education,2M-5M,Negotiation,830.4000000000001,81,2022-11-21,2023,4,True,True,opp_7333669,ff1bc6dc-06b9-4d4a-8e37-84fd000e3208,contact_2580106
Education,5M+,Discovery,830.4000000000001,12,2025-01-31,2025,1,True,True,opp_7803786,ff1bc6dc-06b9-4d4a-8e37-84fd000e3208,contact_1147015
Government,1M-2M,Proposal,651.8000000000001,63,2024-08-02,2025,3,True,True,opp_2958725,59385e8d-46e1-4222-b7fe-b2b5b60f2361,contact_1036870
Government,100K-250K,Discovery,651.8000000000001,19,2026-07-28,2027,3,False,False,opp_7250948,59385e8d-46e1-4222-b7fe-b2b5b60f2361,contact_9295825
Government,1M-2M,Discovery,651.8000000000001,17,2027-09-29,2028,3,False,False,opp_2487395,59385e8d-46e1-4222-b7fe-b2b5b60f2361,contact_2560299
Government,100K-250K,Evaluation,1000.0,43,2022-06-03,2022,2,True,False,opp_3835778,fbf4ed6d-4a3a-4d79-8306-0b6ed029b75a,contact_9961907
Government,5M+,Lost,1000.0,0,2020-05-26,2020,2,True,False,opp_8311120,fbf4ed6d-4a3a-4d79-8306-0b6ed029b75a,contact_6328049
Government,250K-500K,Evaluation,1000.0,34,2025-02-18,2025,1,True,False,opp_6181500,fbf4ed6d-4a3a-4d79-8306-0b6ed029b75a,contact_7942631
Government,500K-1M,Lost,1000.0,0,2019-04-29,2019,2,True,False,opp_7919501,fbf4ed6d-4a3a-4d79-8306-0b6ed029b75a,contact_2088136
Finance/Banking,2M-5M,Proposal,432.2,66,2027-12-03,2028,4,False,False,opp_8274486,fd4e1395-f51d-4c57-9be1-a9e4cb1f6330,contact_6195057
Finance/Banking,500K-1M,Committed,432.2,100,2020-07-22,2021,3,True,True,opp_4296245,fd4e1395-f51d-4c57-9be1-a9e4cb1f6330,contact_1393154
Finance/Banking,50K-100K,Committed,432.2,100,2024-06-17,2024,2,True,False,opp_7778987,fd4e1395-f51d-4c57-9be1-a9e4cb1f6330,contact_2605639
Finance/Banking,500K-1M,Proposal,432.2,59,2019-09-13,2020,3,True,False,opp_5419339,fd4e1395-f51d-4c57-9be1-a9e4cb1f6330,contact_1666772
Finance/Banking,100K-250K,Engagement,432.2,24,2024-06-14,2024,2,True,False,opp_4687440,fd4e1395-f51d-4c57-9be1-a9e4cb1f6330,contact_5689449
Finance/Banking,250K-500K,Discovery,432.2,12,2021-05-11,2021,2,True,False,opp_7607618,fd4e1395-f51d-4c57-9be1-a9e4cb1f6330,contact_9728395
Others,250K-500K,Engagement,1000.0,20,2019-04-19,2019,2,True,False,opp_7788027,82c49f62-2c88-4db7-9cac-8bfc2ebfc9f4,contact_6249669
Others,50K-100K,Engagement,1000.0,17,2020-02-18,2020,1,True,True,opp_4921219,82c49f62-2c88-4db7-9cac-8bfc2ebfc9f4,contact_7201486
Others,250K-500K,Evaluation,1000.0,33,2023-12-09,2024,4,True,False,opp_5843487,82c49f62-2c88-4db7-9cac-8bfc2ebfc9f4,contact_9870105
Consulting,1M-2M,Negotiation,1000.0,84,2025-01-30,2025,1,True,True,opp_5656622,9c20eb7b-bff6-4179-9ac9-595185196ebd,contact_9820466
Consulting,2M-5M,Lost,1000.0,0,2027-03-17,2027,1,False,False,opp_5772186,9c20eb7b-bff6-4179-9ac9-595185196ebd,contact_2205527
Consulting,1M-2M,Negotiation,1000.0,87,2020-10-07,2021,4,True,True,opp_4223900,9c20eb7b-bff6-4179-9ac9-595185196ebd,contact_3795143
Consulting,1M-2M,Discovery,1000.0,18,2027-07-22,2028,3,False,False,opp_1299986,9c20eb7b-bff6-4179-9ac9-595185196ebd,contact_5569298
Consulting,100K-250K,Rejected,1000.0,0,2020-07-31,2021,3,True,False,opp_9128926,9c20eb7b-bff6-4179-9ac9-595185196ebd,contact_6614321
Real Estate,5M+,Committed,414.0,100,2024-06-07,2024,2,True,True,opp_6803877,fdb511d3-d0a0-441a-bb27-6e3081d91558,contact_2489088
Real Estate,100K-250K,Proposal,414.0,66,2021-10-16,2022,4,True,False,opp_1220888,fdb511d3-d0a0-441a-bb27-6e3081d91558,contact_1339818
Real Estate,2M-5M,Evaluation,414.0,49,2022-08-28,2023,3,True,True,opp_2244567,fdb511d3-d0a0-441a-bb27-6e3081d91558,contact_4076121
Real Estate,5M+,Engagement,414.0,26,2021-08-27,2022,3,True,False,opp_2876344,fdb511d3-d0a0-441a-bb27-6e3081d91558,contact_9370263
Healthcare,500K-1M,Engagement,1000.0,24,2019-04-12,2019,2,True,False,opp_9064330,1ea6a445-2d11-42e0-bd9c-ff2f31d1da36,contact_9934255
Healthcare,1M-2M,Engagement,1000.0,32,2023-01-15,2023,1,True,False,opp_5949676,1ea6a445-2d11-42e0-bd9c-ff2f31d1da36,contact_5941795
Healthcare,250K-500K,Engagement,1000.0,25,2022-04-11,2022,2,True,False,opp_4549521,1ea6a445-2d11-42e0-bd9c-ff2f31d1da36,contact_7934045
Healthcare,5M+,Evaluation,1000.0,37,2023-05-19,2023,2,True,True,opp_1581066,1ea6a445-2d11-42e0-bd9c-ff2f31d1da36,contact_9861695
Real Estate,250K-500K,Evaluation,1000.0,50,2020-02-26,2020,1,True,True,opp_2983039,2c7ad7dd-e0cb-4fe6-ab15-f230de3f6470,contact_3107839
Real Estate,2M-5M,Proposal,1000.0,53,2020-09-16,2021,3,True,True,opp_1488412,2c7ad7dd-e0cb-4fe6-ab15-f230de3f6470,contact_6358571
Real Estate,100K-250K,Committed,1000.0,100,2026-07-16,2027,3,False,False,opp_1099076,2c7ad7dd-e0cb-4fe6-ab15-f230de3f6470,contact_6492804
Real Estate,1M-2M,Negotiation,1000.0,74,2022-01-02,2022,1,True,True,opp_2100413,2c7ad7dd-e0cb-4fe6-ab15-f230de3f6470,contact_8842972
Real Estate,1M-2M,Proposal,1000.0,72,2023-01-14,2023,1,True,True,opp_9783869,2c7ad7dd-e0cb-4fe6-ab15-f230de3f6470,contact_8792277
Nonprofit,100K-250K,Committed,905.6,100,2026-03-27,2026,1,True,True,opp_4675928,b49b9ab4-bfbf-42f3-84a2-efcebaf6483b,contact_5685045
Nonprofit,250K-500K,Discovery,905.6,12,2022-04-29,2022,2,True,False,opp_1833705,b49b9ab4-bfbf-42f3-84a2-efcebaf6483b,contact_3050869
Nonprofit,250K-500K,Committed,905.6,100,2025-10-05,2026,4,True,True,opp_8305846,b49b9ab4-bfbf-42f3-84a2-efcebaf6483b,contact_4325710
Healthcare,5M+,Engagement,1000.0,27,2019-04-10,2019,2,True,False,opp_5606653,b680d8f5-4718-4dce-ac36-756364bb4e4f,contact_3974196
