donation_id,donor_id,donation_date,donation_type,donation_amount,payment_method,campaign
DON004159,d450cad7-344d-4b6d-a845-595795d5c231,2025-03-19,One-time,44.72,Paypal,Defend the Great Apes
DON004160,51e31756-b849-4b59-9f19-53061b02364b,2024-03-16,One-time,73.88,Paypal,Jungle Education Project
DON004161,df4715d8-fb63-4c95-bc68-063142825b56,2025-03-23,One-time,83.67,Credit Card,Marine Mammal Defense Mission
DON004162,34cd2161-6903-4fdd-a2a3-8a6d4948d574,2023-09-13,One-time,49.9,Credit Card,Defend the Great Apes
DON004163,7de2e2bc-d058-4ae7-a159-570ddc66747b,2023-11-25,One-time,59.61,Paypal,Rescue Orphaned Gorillas
DON004164,ea3878cf-7cab-4286-9b28-cf5a1ebd1119,2024-05-12,One-time,1.0,Bank Transfer,Reforest the Sanctuary
DON004165,2733e346-aa20-4a73-96f7-3bcbe1d221a3,2025-03-03,One-time,35.37,Bank Transfer,Marine Mammal Defense Mission
DON004166,fc1d0751-441a-48a2-9360-51d21829b40a,2024-12-09,One-time,23.47,Paypal,Reforest the Sanctuary
DON004167,f9164f50-e157-465f-b8f0-bfbed07088b5,2025-02-02,One-time,43.92,Paypal,Marine Mammal Defense Mission
DON004168,95aaec6a-0719-4880-be3f-375d4e14e9d2,2023-12-18,One-time,1.0,Credit Card,Rescue Orphaned Gorillas
DON004169,08376647-9ba7-414e-95d7-53b6486fee10,2024-08-28,One-time,109.64,Bank Transfer,Habitat for Hope
DON004170,23ca708a-268d-4ade-91fb-3393031ec34d,2024-09-12,One-time,90.16,Paypal,Marine Mammal Defense Mission
DON004171,7726bf26-6374-463a-b2c3-6b6208fd75dc,2023-07-02,One-time,95.64,Paypal,Jungle Education Project
DON004172,3417603a-bcc3-4603-b3cf-40aeb67b98b2,2023-08-04,One-time,110.07,Paypal,Defend the Great Apes
DON004173,dcd4c57a-a65b-4f3d-bac1-d9d567627512,2024-01-14,One-time,84.33,Credit Card,Rescue Orphaned Gorillas
DON004174,fbdb793b-971d-487c-a51c-0e493592795c,2024-02-16,One-time,71.07,Bank Transfer,Habitat for Hope
DON004175,7d167ddc-e3c3-403b-b550-7d039ec176b1,2024-03-12,One-time,64.13,Credit Card,Habitat for Hope
DON004176,01a9fcf8-970d-4a41-ba7c-d1d079d5c995,2025-06-07,One-time,158.39,Credit Card,Marine Mammal Defense Mission
DON004177,d2fc43e3-1d46-44d0-a3e6-2f8ddfbb368f,2024-07-24,One-time,28.86,Paypal,Defend the Great Apes
DON004178,3862a21d-23aa-4701-bf83-8348bd7c5f40,2024-02-02,One-time,96.23,Credit Card,Defend the Great Apes
DON004179,11ec1a04-2071-4614-9619-1dbb10b29f9d,2024-11-03,One-time,79.26,Paypal,Jungle Education Project
DON004180,6c4f9cd8-3db8-407d-84ca-ff12b7dcd505,2024-04-19,One-time,116.72,Paypal,Marine Mammal Defense Mission
DON004181,4177492c-2f51-42db-b5b7-1e7aee100676,2025-04-05,Recurring,8.02,Paypal,Marine Mammal Defense Mission
DON004182,4177492c-2f51-42db-b5b7-1e7aee100676,2025-04-23,Recurring,21.93,Paypal,Marine Mammal Defense Mission
DON004183,4cc93d71-d583-4549-8d70-c1ebf9934cdf,2025-02-27,One-time,85.37,Credit Card,Habitat for Hope
DON004184,c36c64bb-9d40-4e72-8bbd-5560328c7191,2023-09-05,One-time,56.75,Bank Transfer,Habitat for Hope
DON004185,fb6035ac-3c86-4720-9644-1d52e8b139d7,2024-04-26,One-time,85.14,Paypal,Habitat for Hope
DON004186,b106614a-4441-478b-8b61-4aba29527a94,2023-11-11,One-time,30.68,Bank Transfer,Defend the Great Apes
DON004187,bb8aa65e-66f4-4d04-a842-f776d716cf23,2024-08-05,Recurring,6.2,Credit Card,Defend the Great Apes
DON004188,bb8aa65e-66f4-4d04-a842-f776d716cf23,2025-01-16,Recurring,73.24,Credit Card,Habitat for Hope
DON004189,bb8aa65e-66f4-4d04-a842-f776d716cf23,2024-10-13,Recurring,98.03,Credit Card,Jungle Education Project
DON004190,bb8aa65e-66f4-4d04-a842-f776d716cf23,2024-06-11,Recurring,14.38,Credit Card,Jungle Education Project
DON004191,bb8aa65e-66f4-4d04-a842-f776d716cf23,2023-10-10,Recurring,94.34,Credit Card,Marine Mammal Defense Mission
DON004192,6de79e90-70c8-4bcf-bcfc-edcc0e67da1f,2024-03-12,One-time,42.07,Bank Transfer,Marine Mammal Defense Mission
DON004193,0d8f46ac-990b-42d0-8980-280a72398d1f,2023-11-28,Recurring,65.46,Credit Card,Reforest the Sanctuary
DON004194,0d8f46ac-990b-42d0-8980-280a72398d1f,2025-04-09,Recurring,99.24,Credit Card,Marine Mammal Defense Mission
DON004195,3b756776-ecb0-48d4-a27c-e3677a4e543d,2025-04-29,One-time,55.94,Bank Transfer,Habitat for Hope
DON004196,6b639d49-4295-44ae-9a4e-3de47b44c27a,2025-01-07,Recurring,81.14,Paypal,Jungle Education Project
DON004197,6b639d49-4295-44ae-9a4e-3de47b44c27a,2024-04-30,Recurring,56.55,Paypal,Reforest the Sanctuary
DON004198,6b639d49-4295-44ae-9a4e-3de47b44c27a,2023-12-29,Recurring,82.27,Paypal,Marine Mammal Defense Mission
DON004199,6b639d49-4295-44ae-9a4e-3de47b44c27a,2024-12-07,Recurring,70.63,Paypal,Wildlife Rescue Van Drive
DON004200,6035078f-1612-4b10-89c5-10f4e144751b,2023-07-05,Recurring,95.76,Paypal,Marine Mammal Defense Mission
DON004201,6035078f-1612-4b10-89c5-10f4e144751b,2024-01-26,Recurring,54.01,Paypal,Marine Mammal Defense Mission
DON004202,6035078f-1612-4b10-89c5-10f4e144751b,2025-01-11,Recurring,53.93,Paypal,Jungle Education Project
DON004203,9371de11-7620-4871-a53b-09653456b6b1,2025-04-16,One-time,55.1,Bank Transfer,Reforest the Sanctuary
DON004204,e370b20b-fa9f-4d9e-83e8-897918856f14,2025-06-09,One-time,62.21,Credit Card,Defend the Great Apes
DON004205,24313fc5-e61b-4f36-971f-6a0728b12986,2024-06-12,One-time,65.72,Bank Transfer,Reforest the Sanctuary
DON004206,3d3b7e92-69e1-4d7b-a409-285bfab1ba1d,2024-10-28,One-time,141.13,Bank Transfer,Jungle Education Project
DON004207,42400751-458d-4272-8a17-7cc3d974f8fa,2024-04-05,One-time,109.56,Bank Transfer,Reforest the Sanctuary
DON004208,b098b06d-3e84-4d49-a8a3-cf806c308c7e,2023-11-11,One-time,94.47,Credit Card,Marine Mammal Defense Mission
DON004209,5487ad77-7f98-45c0-bf8c-0d725eea43b1,2023-08-04,One-time,99.48,Bank Transfer,Marine Mammal Defense Mission
DON004210,24bbb062-1aec-49eb-8b7d-b34ae714986e,2024-01-12,One-time,41.71,Credit Card,Defend the Great Apes
DON004211,6d1df67b-b0e4-4788-8433-23587a310967,2024-03-14,One-time,71.64,Credit Card,Marine Mammal Defense Mission
DON004212,7c7789ae-b7c2-48d0-b89c-0178b8690083,2023-09-10,One-time,40.88,Paypal,Reforest the Sanctuary
DON004213,6d1fe7ba-eea5-4cce-9353-57c5e1057b76,2024-09-20,One-time,89.08,Credit Card,Marine Mammal Defense Mission
DON004214,3ee2f150-4841-4544-9757-0c6e225683e3,2024-01-07,Recurring,55.44,Bank Transfer,Habitat for Hope
DON004215,3ee2f150-4841-4544-9757-0c6e225683e3,2024-06-16,Recurring,48.09,Bank Transfer,Jungle Education Project
DON004216,e0aadebe-1d28-43c0-9170-2de5f686433d,2025-04-29,Recurring,54.2,Paypal,Habitat for Hope
DON004217,e0aadebe-1d28-43c0-9170-2de5f686433d,2025-02-07,Recurring,79.54,Paypal,Reforest the Sanctuary
DON004218,e0aadebe-1d28-43c0-9170-2de5f686433d,2023-07-30,Recurring,70.18,Paypal,Jungle Education Project
DON004219,e0aadebe-1d28-43c0-9170-2de5f686433d,2024-01-12,Recurring,93.62,Paypal,Jungle Education Project
DON004220,e0aadebe-1d28-43c0-9170-2de5f686433d,2024-03-12,Recurring,40.38,Paypal,Habitat for Hope
DON004221,ff6ba95a-a551-4722-9fb7-031ca19c244e,2024-07-30,One-time,30.0,Bank Transfer,Rescue Orphaned Gorillas
DON004222,212987ec-d557-4728-9dd6-760a8baae12e,2025-01-17,One-time,79.43,Bank Transfer,Marine Mammal Defense Mission
DON004223,7875f580-b686-4d6c-890b-7e3e734edccb,2024-03-04,One-time,81.13,Paypal,Reforest the Sanctuary
DON004224,ba2bb51c-901b-48ca-95ea-3b731a820985,2024-09-17,One-time,107.06,Paypal,Jungle Education Project
DON004225,d2d27737-3c8c-426a-b9bb-d25514500180,2024-02-20,One-time,43.62,Bank Transfer,Marine Mammal Defense Mission
DON004226,5cafaf45-5d4f-4906-8f01-4f84c0c31830,2025-02-16,One-time,86.24,Credit Card,Wildlife Rescue Van Drive
DON004227,746893ef-61ae-40d1-8026-3897c1888367,2025-04-25,One-time,47.15,Bank Transfer,Rescue Orphaned Gorillas
DON004228,274bd88e-1429-4698-89fc-68ac54afd11d,2025-01-25,One-time,136.43,Credit Card,Habitat for Hope
DON004229,72dc162d-414b-43e0-a655-cd5052480692,2025-05-20,One-time,29.72,Bank Transfer,Rescue Orphaned Gorillas
DON004230,ee5f2ec8-4fe2-4913-92e2-bf943289869c,2024-04-24,Recurring,91.92,Paypal,Habitat for Hope
DON004231,ee5f2ec8-4fe2-4913-92e2-bf943289869c,2024-08-01,Recurring,15.68,Paypal,Marine Mammal Defense Mission
DON004232,363f3763-9962-40dc-a73d-60a39cfbd3e4,2025-05-28,Recurring,5.43,Paypal,Rescue Orphaned Gorillas
DON004233,363f3763-9962-40dc-a73d-60a39cfbd3e4,2023-11-23,Recurring,57.87,Paypal,Marine Mammal Defense Mission
DON004234,2d6a2985-d86c-4da3-b3d6-59708539c970,2024-03-18,One-time,74.2,Bank Transfer,Rescue Orphaned Gorillas
DON004235,ffd92791-9527-48f8-a223-0e48fd5dc81f,2025-05-29,One-time,60.73,Paypal,Defend the Great Apes
DON004236,962d4b37-7732-4bf4-978a-8352b18861a0,2024-10-13,Recurring,91.9,Credit Card,Reforest the Sanctuary
DON004237,962d4b37-7732-4bf4-978a-8352b18861a0,2024-11-12,Recurring,76.86,Credit Card,Rescue Orphaned Gorillas
DON004238,962d4b37-7732-4bf4-978a-8352b18861a0,2025-03-10,Recurring,11.87,Credit Card,Marine Mammal Defense Mission
DON004239,962d4b37-7732-4bf4-978a-8352b18861a0,2024-04-18,Recurring,10.16,Credit Card,Jungle Education Project
DON004240,946ae43e-312c-417d-966a-ddb6bcb1c96c,2024-06-26,One-time,99.97,Credit Card,Marine Mammal Defense Mission
DON004241,18b01a21-e8ed-4d7c-84b2-53fbf4727935,2024-08-02,Recurring,27.86,Credit Card,Marine Mammal Defense Mission
DON004242,18b01a21-e8ed-4d7c-84b2-53fbf4727935,2025-01-11,Recurring,9.44,Credit Card,Marine Mammal Defense Mission
DON004243,18b01a21-e8ed-4d7c-84b2-53fbf4727935,2024-03-06,Recurring,26.56,Credit Card,Rescue Orphaned Gorillas
DON004244,18b01a21-e8ed-4d7c-84b2-53fbf4727935,2023-06-25,Recurring,83.54,Credit Card,Reforest the Sanctuary
DON004245,18b01a21-e8ed-4d7c-84b2-53fbf4727935,2025-06-11,Recurring,60.77,Credit Card,Habitat for Hope
DON004246,11869b73-0b5f-431c-96ca-fbee4969ca97,2024-12-14,One-time,53.17,Credit Card,Marine Mammal Defense Mission
DON004247,20f37cac-e84a-4f73-95f1-735cadfe347b,2023-08-26,One-time,1.0,Paypal,Marine Mammal Defense Mission
DON004248,c21fb61e-e452-4927-a058-4b7da1b20dab,2024-06-21,One-time,75.03,Paypal,Defend the Great Apes
DON004249,ab90b2be-284d-49fa-8119-cb2dac9899fd,2024-12-25,Recurring,99.99,Credit Card,Rescue Orphaned Gorillas
DON004250,ab90b2be-284d-49fa-8119-cb2dac9899fd,2023-07-27,Recurring,84.59,Credit Card,Jungle Education Project
DON004251,ab90b2be-284d-49fa-8119-cb2dac9899fd,2023-11-13,Recurring,6.81,Credit Card,Marine Mammal Defense Mission
DON004252,ab90b2be-284d-49fa-8119-cb2dac9899fd,2024-05-31,Recurring,90.69,Credit Card,Defend the Great Apes
DON004253,332d8c8a-df35-4586-acaa-32528e69b149,2024-03-16,Recurring,14.94,Credit Card,Jungle Education Project
DON004254,332d8c8a-df35-4586-acaa-32528e69b149,2024-02-15,Recurring,60.78,Credit Card,Reforest the Sanctuary
DON004255,bdd79239-6af0-4531-a1eb-3835373931e6,2024-05-29,One-time,22.08,Paypal,Reforest the Sanctuary
DON004256,3ded27f7-5a47-4fcf-8b76-d8a8a11a617c,2024-02-09,Recurring,65.98,Bank Transfer,Marine Mammal Defense Mission
DON004257,3ded27f7-5a47-4fcf-8b76-d8a8a11a617c,2023-10-13,Recurring,22.19,Bank Transfer,Defend the Great Apes
DON004258,3ded27f7-5a47-4fcf-8b76-d8a8a11a617c,2024-09-19,Recurring,19.43,Bank Transfer,Habitat for Hope
DON004259,3ded27f7-5a47-4fcf-8b76-d8a8a11a617c,2024-08-16,Recurring,29.37,Bank Transfer,Reforest the Sanctuary
DON004260,29f8d680-8b24-4b10-94d1-01093b0ee78f,2024-08-19,Recurring,97.97,Bank Transfer,Rescue Orphaned Gorillas
DON004261,29f8d680-8b24-4b10-94d1-01093b0ee78f,2023-11-30,Recurring,81.31,Bank Transfer,Jungle Education Project
DON004262,29f8d680-8b24-4b10-94d1-01093b0ee78f,2024-07-30,Recurring,64.28,Bank Transfer,Reforest the Sanctuary
DON004263,29f8d680-8b24-4b10-94d1-01093b0ee78f,2025-03-29,Recurring,71.27,Bank Transfer,Jungle Education Project
DON004264,29f8d680-8b24-4b10-94d1-01093b0ee78f,2025-01-09,Recurring,87.03,Bank Transfer,Marine Mammal Defense Mission
DON004265,71bddb4d-8940-45ee-af40-e3cb8d348ea9,2024-09-12,Recurring,14.28,Bank Transfer,Marine Mammal Defense Mission
DON004266,71bddb4d-8940-45ee-af40-e3cb8d348ea9,2025-05-25,Recurring,71.14,Bank Transfer,Jungle Education Project
DON004267,31b1cb4b-4683-41df-a937-361f81a6670b,2025-03-17,One-time,74.47,Credit Card,Defend the Great Apes
DON004268,09c60367-b53b-4268-af9e-e900b2e92a7a,2024-10-20,One-time,43.24,Paypal,Reforest the Sanctuary
DON004269,b838e89e-308f-442f-9fd1-14b068c79277,2024-04-22,One-time,42.05,Bank Transfer,Jungle Education Project
DON004270,6bf53fa2-6730-41ee-b096-d8059cfb6c36,2024-07-06,One-time,61.43,Credit Card,Defend the Great Apes
DON004271,0d3e6525-c047-48b7-91be-3dcd7c67325a,2025-05-18,One-time,82.85,Bank Transfer,Defend the Great Apes
DON004272,9d7664b8-00e9-4e4d-9d6a-e019a22c63be,2025-03-26,One-time,48.94,Paypal,Rescue Orphaned Gorillas
DON004273,0389cfa0-5d5a-4658-a652-97d142d64e28,2025-06-07,One-time,74.59,Credit Card,Reforest the Sanctuary
DON004274,515e4cce-45d6-4609-8752-92f238796959,2024-07-23,One-time,1.0,Paypal,Rescue Orphaned Gorillas
DON004275,26e82c35-7c57-4afb-9baf-0e5193ce90cb,2024-10-04,One-time,61.69,Bank Transfer,Rescue Orphaned Gorillas
DON004276,c8f4ba30-f24c-4795-a941-f4659af51829,2023-07-07,Recurring,39.71,Paypal,Reforest the Sanctuary
DON004277,c8f4ba30-f24c-4795-a941-f4659af51829,2023-08-23,Recurring,75.94,Paypal,Reforest the Sanctuary
DON004278,c8f4ba30-f24c-4795-a941-f4659af51829,2024-03-15,Recurring,87.27,Paypal,Rescue Orphaned Gorillas
DON004279,c8f4ba30-f24c-4795-a941-f4659af51829,2025-01-17,Recurring,96.29,Paypal,Wildlife Rescue Van Drive
DON004280,3640d958-d04d-4659-a01d-4e044e2128e6,2024-07-27,One-time,36.31,Credit Card,Rescue Orphaned Gorillas
DON004281,47e85869-10c7-4f2a-8643-f2dfc3a6ce66,2024-08-29,One-time,93.37,Paypal,Jungle Education Project
DON004282,f17e077e-e743-4e6f-8cd2-53563da6de39,2023-08-26,One-time,1.0,Bank Transfer,Rescue Orphaned Gorillas
DON004283,056fa802-f77e-4ccd-b0f9-bec6856d5c96,2024-03-16,One-time,32.65,Bank Transfer,Reforest the Sanctuary
DON004284,c5d0eb3c-514a-48f8-950c-b8a74a1d0e91,2023-11-16,One-time,39.7,Paypal,Defend the Great Apes
DON004285,b4234dcf-d04d-489c-8455-c653083d9887,2023-07-21,One-time,32.16,Bank Transfer,Wildlife Rescue Van Drive
DON004286,cc338293-916a-4e54-8b92-634bae6bf576,2024-04-11,One-time,32.78,Credit Card,Jungle Education Project
DON004287,21363224-f9f9-40aa-b189-b3d30d36178f,2023-07-25,One-time,25.21,Credit Card,Jungle Education Project
DON004288,c21f2b69-79a9-41c8-ab1f-59d4e414d8c9,2024-09-08,Recurring,67.33,Credit Card,Rescue Orphaned Gorillas
DON004289,c21f2b69-79a9-41c8-ab1f-59d4e414d8c9,2023-11-05,Recurring,67.9,Credit Card,Habitat for Hope
DON004290,8c6b4133-19c9-4f50-b227-be39cdc5e768,2024-10-27,One-time,85.79,Credit Card,Habitat for Hope
DON004291,d6c2b32d-b94e-498e-91a8-6b46ca882c69,2023-12-10,One-time,52.16,Credit Card,Habitat for Hope
DON004292,53f1816d-ece0-4dbf-aa99-2806145287ab,2023-11-25,One-time,22.8,Bank Transfer,Marine Mammal Defense Mission
DON004293,1b9a3650-d80f-428b-be05-7e194d5e0fe5,2024-08-10,One-time,40.25,Credit Card,Defend the Great Apes
DON004294,2320b8c7-d4d0-4bdd-84a9-dd33270554ae,2023-12-14,One-time,40.13,Credit Card,Defend the Great Apes
DON004295,30f14b8e-1667-43e3-9588-175b3cf21d7c,2024-08-22,Recurring,22.03,Credit Card,Habitat for Hope
DON004296,30f14b8e-1667-43e3-9588-175b3cf21d7c,2023-11-02,Recurring,69.89,Credit Card,Reforest the Sanctuary
DON004297,30f14b8e-1667-43e3-9588-175b3cf21d7c,2023-06-21,Recurring,19.8,Credit Card,Marine Mammal Defense Mission
DON004298,96320cb8-f714-4c26-8f6d-5ef54b0bbb37,2024-10-21,One-time,73.19,Credit Card,Jungle Education Project
DON004299,68948829-4f77-49d1-8619-8009bb6dd444,2023-12-09,One-time,88.98,Paypal,Jungle Education Project
DON004300,cb100b72-3795-436b-918d-147793b7f5ab,2024-08-02,One-time,132.49,Bank Transfer,Jungle Education Project
DON004301,129dcabb-1970-43f3-99f5-47a5bfa9a7f1,2024-05-12,One-time,49.38,Credit Card,Marine Mammal Defense Mission
DON004302,0a67efbf-80bf-46ed-a66f-1207a07e0336,2023-10-21,One-time,45.23,Paypal,Reforest the Sanctuary
DON004303,8370d42b-9324-4aa3-9848-d53099ab3a8d,2024-10-10,One-time,121.42,Bank Transfer,Habitat for Hope
DON004304,2bcc6e5b-8b13-4d43-8c01-6a4dc314d312,2025-05-15,One-time,44.36,Credit Card,Marine Mammal Defense Mission
DON004305,75a4a23e-d91a-46a2-bdc2-7bf2c5ffe684,2024-08-02,One-time,21.75,Bank Transfer,Defend the Great Apes
DON004306,d1c202c0-bb47-4caf-9a8c-62175fd6eec1,2024-09-11,One-time,36.1,Bank Transfer,Defend the Great Apes
DON004307,ea74c9e9-680f-4bf4-822b-26b3e66b83da,2024-07-10,One-time,16.79,Bank Transfer,Jungle Education Project
DON004308,52d867a8-b4ae-4b64-a7eb-36a7e545b5c4,2024-01-13,One-time,70.07,Credit Card,Wildlife Rescue Van Drive
DON004309,5e4eb985-0501-42a1-bb18-a431d2598269,2025-05-06,One-time,36.98,Paypal,Marine Mammal Defense Mission
DON004310,ec07fb16-2f82-45a7-b0bb-0db4eb40566a,2024-07-03,One-time,82.34,Paypal,Defend the Great Apes
DON004311,37e7e3cd-6ce5-48e4-9ccc-f7178fe15313,2024-12-21,One-time,69.41,Credit Card,Habitat for Hope
DON004312,70529517-a784-436c-b821-cf822e0dbe20,2024-04-16,One-time,75.62,Bank Transfer,Jungle Education Project
DON004313,dc241d3f-d23d-49c8-9674-ffa95c631195,2024-05-16,One-time,29.58,Credit Card,Rescue Orphaned Gorillas
DON004314,f4019525-792b-4ee3-8d5c-080a4fd04fb9,2024-04-10,One-time,39.16,Bank Transfer,Reforest the Sanctuary
DON004315,74f77eb4-6dc2-40eb-9ff8-4348aafbf0b2,2024-12-17,One-time,83.61,Paypal,Defend the Great Apes
DON004316,e52170a7-ddfd-4b3c-9ba1-a6fcc95c4874,2024-01-05,Recurring,85.51,Paypal,Jungle Education Project
DON004317,e52170a7-ddfd-4b3c-9ba1-a6fcc95c4874,2025-02-25,Recurring,27.93,Paypal,Jungle Education Project
DON004318,e52170a7-ddfd-4b3c-9ba1-a6fcc95c4874,2023-09-26,Recurring,43.86,Paypal,Rescue Orphaned Gorillas
DON004319,e52170a7-ddfd-4b3c-9ba1-a6fcc95c4874,2023-06-25,Recurring,35.33,Paypal,Marine Mammal Defense Mission
DON004320,a8fc7f3e-c659-41dc-91a4-1ffef53d3101,2023-12-07,One-time,37.56,Bank Transfer,Marine Mammal Defense Mission
DON004321,282a48fb-b559-4d04-8792-7a6a4957b576,2024-06-28,One-time,49.45,Bank Transfer,Defend the Great Apes
DON004322,d229476f-0daf-4776-bec5-63ae16eaa937,2023-08-26,One-time,24.71,Bank Transfer,Jungle Education Project
DON004323,58847244-9e52-4dd0-8ef9-eb1eb7a121fe,2024-01-20,One-time,79.0,Credit Card,Rescue Orphaned Gorillas
DON004324,c68ea1d4-061a-449b-b293-3092ced46007,2024-12-14,Recurring,53.83,Paypal,Marine Mammal Defense Mission
DON004325,c68ea1d4-061a-449b-b293-3092ced46007,2024-04-10,Recurring,12.15,Paypal,Marine Mammal Defense Mission
DON004326,c68ea1d4-061a-449b-b293-3092ced46007,2024-01-19,Recurring,66.58,Paypal,Defend the Great Apes
DON004327,c68ea1d4-061a-449b-b293-3092ced46007,2024-01-09,Recurring,13.06,Paypal,Marine Mammal Defense Mission
DON004328,c68ea1d4-061a-449b-b293-3092ced46007,2024-12-03,Recurring,76.5,Paypal,Habitat for Hope
DON004329,f9fa65ce-66f2-4ff0-b029-2593d86b92c5,2024-04-16,Recurring,25.66,Paypal,Wildlife Rescue Van Drive
DON004330,f9fa65ce-66f2-4ff0-b029-2593d86b92c5,2024-01-06,Recurring,93.66,Paypal,Rescue Orphaned Gorillas
DON004331,f9fa65ce-66f2-4ff0-b029-2593d86b92c5,2023-07-11,Recurring,74.93,Paypal,Defend the Great Apes
DON004332,f9fa65ce-66f2-4ff0-b029-2593d86b92c5,2024-05-23,Recurring,66.03,Paypal,Rescue Orphaned Gorillas
DON004333,f9fa65ce-66f2-4ff0-b029-2593d86b92c5,2024-08-01,Recurring,40.48,Paypal,Rescue Orphaned Gorillas
DON004334,ae38ada2-9fa5-4437-9169-12c66cc2618a,2024-12-31,One-time,97.07,Credit Card,Jungle Education Project
DON004335,c5cfe266-d0d2-4957-856b-1dff0dec4f18,2024-12-30,One-time,91.59,Bank Transfer,Reforest the Sanctuary
DON004336,42f066f9-1e02-41a4-b220-d64a19834738,2024-12-27,Recurring,11.65,Bank Transfer,Rescue Orphaned Gorillas
DON004337,42f066f9-1e02-41a4-b220-d64a19834738,2024-08-31,Recurring,35.74,Bank Transfer,Marine Mammal Defense Mission
DON004338,42f066f9-1e02-41a4-b220-d64a19834738,2024-05-02,Recurring,22.58,Bank Transfer,Marine Mammal Defense Mission
DON004339,7b37ce06-86b9-4661-9bdc-0d34af5ae119,2023-12-12,One-time,41.28,Paypal,Marine Mammal Defense Mission
DON004340,b5277af9-6a76-4d0e-8085-de2529242747,2024-08-27,One-time,136.43,Paypal,Reforest the Sanctuary
DON004341,0853d71b-a73d-47e1-bfe8-c79ab4785f01,2024-10-08,One-time,70.31,Paypal,Reforest the Sanctuary
DON004342,d0efe22e-3525-43e5-a431-82033051c003,2024-07-02,Recurring,60.08,Bank Transfer,Reforest the Sanctuary
DON004343,d0efe22e-3525-43e5-a431-82033051c003,2024-10-31,Recurring,14.85,Bank Transfer,Defend the Great Apes
DON004344,d0efe22e-3525-43e5-a431-82033051c003,2024-07-25,Recurring,31.64,Bank Transfer,Rescue Orphaned Gorillas
DON004345,d0efe22e-3525-43e5-a431-82033051c003,2024-05-09,Recurring,26.76,Bank Transfer,Rescue Orphaned Gorillas
DON004346,d0efe22e-3525-43e5-a431-82033051c003,2025-03-05,Recurring,37.93,Bank Transfer,Marine Mammal Defense Mission
DON004347,3a92ee00-8225-4184-a898-e44fa23bd8f2,2024-01-05,One-time,60.05,Credit Card,Jungle Education Project
DON004348,caf5a550-fcbb-4b8b-8a2c-29417da4235e,2024-08-07,One-time,96.46,Paypal,Habitat for Hope
DON004349,2017cf6c-7798-47ed-a136-d6de722f30f9,2024-02-02,One-time,103.41,Credit Card,Reforest the Sanctuary
DON004350,5b024c20-28fe-41cb-87d0-53f1b84c3715,2024-07-08,One-time,83.95,Bank Transfer,Reforest the Sanctuary
DON004351,3153e036-edec-4d19-b711-d3737805c645,2024-10-17,One-time,52.63,Bank Transfer,Rescue Orphaned Gorillas
DON004352,988088b2-6599-45bc-a338-c02548453bd4,2024-01-29,One-time,41.78,Bank Transfer,Rescue Orphaned Gorillas
DON004353,51cae011-bb8e-41e2-94c6-cfae42e08e7c,2025-05-14,One-time,111.06,Credit Card,Rescue Orphaned Gorillas
DON004354,f04b2bb2-84c9-4398-acf4-403603048fd1,2024-03-26,One-time,14.42,Credit Card,Reforest the Sanctuary
DON004355,e6f01751-297e-4083-b234-f7558a9d779c,2024-09-07,Recurring,94.61,Bank Transfer,Jungle Education Project
DON004356,e6f01751-297e-4083-b234-f7558a9d779c,2025-06-07,Recurring,32.11,Bank Transfer,Jungle Education Project
DON004357,e6f01751-297e-4083-b234-f7558a9d779c,2024-08-08,Recurring,98.46,Bank Transfer,Habitat for Hope
DON004358,4f5cbcf0-9068-47c9-9cec-78213116d662,2024-11-14,One-time,64.37,Credit Card,Marine Mammal Defense Mission
DON004359,b3ab0814-e431-49a1-b4b3-30db4c0388e2,2023-12-19,One-time,91.28,Credit Card,Marine Mammal Defense Mission
DON004360,f1317696-8c63-4461-a96b-d45f827db9a0,2025-02-01,Recurring,48.98,Bank Transfer,Defend the Great Apes
DON004361,f1317696-8c63-4461-a96b-d45f827db9a0,2024-02-16,Recurring,60.91,Bank Transfer,Habitat for Hope
DON004362,f1317696-8c63-4461-a96b-d45f827db9a0,2024-05-04,Recurring,99.91,Bank Transfer,Jungle Education Project
DON004363,04ce76ac-4994-4144-95ff-3faa8229062b,2024-02-02,One-time,97.67,Credit Card,Jungle Education Project
DON004364,843e173e-b055-4b8d-a290-3762c08bc177,2023-10-03,One-time,82.09,Paypal,Marine Mammal Defense Mission
DON004365,0b13a865-9431-4ee8-8663-431cf112d067,2024-09-11,One-time,49.93,Paypal,Jungle Education Project
DON004366,915bd4eb-75e9-481e-895b-0b736d67c11f,2023-06-27,Recurring,54.19,Bank Transfer,Marine Mammal Defense Mission
DON004367,915bd4eb-75e9-481e-895b-0b736d67c11f,2023-10-09,Recurring,65.48,Bank Transfer,Rescue Orphaned Gorillas
DON004368,915bd4eb-75e9-481e-895b-0b736d67c11f,2024-03-22,Recurring,98.27,Bank Transfer,Marine Mammal Defense Mission
DON004369,915bd4eb-75e9-481e-895b-0b736d67c11f,2025-01-20,Recurring,98.61,Bank Transfer,Marine Mammal Defense Mission
DON004370,915bd4eb-75e9-481e-895b-0b736d67c11f,2024-12-25,Recurring,92.87,Bank Transfer,Jungle Education Project
DON004371,03a57576-6e18-4639-8804-64248ee97406,2025-02-28,One-time,18.76,Bank Transfer,Habitat for Hope
DON004372,c8155c7d-c0f8-4afd-a6ec-7c8eabe7b672,2025-05-06,One-time,71.92,Paypal,Habitat for Hope
